path, type, name, display, slot, race
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemalePants1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemalePants1, Pants 1, Legs, HumanFemale
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemalePants2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemalePants2, Pants 2, Legs, HumanFemaleDCS
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemalePants2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemalePants2, Pants 2, Legs, HumanFemale
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleShirt1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleShirt1, Shirt 1, Chest, HumanFemaleDCS
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleShirt1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleShirt1, Shirt 1, Chest, HumanFemale
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleShirt2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleShirt2, Shirt 2, Chest, HumanFemaleDCS
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleShirt2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleShirt2, Shirt 2, Chest, HumanFemale
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleShirt3.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleShirt3, Shirt 3, Chest, HumanFemaleDCS
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleShirt3.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleShirt3, Shirt 3, Chest, HumanFemale
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleShirt4.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleShirt4, Shirt 4, Chest, HumanFemaleDCS
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleShirt4.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleShirt4, Shirt 4, Chest, HumanFemale
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleUndies.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleUndies, Undies, Underwear, HumanFemaleDCS
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleUndies.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleUndies, Undies, Underwear, HumanFemale
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleUndies2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleUndies2, Ladies Intimate Wear, Underwear, HumanFemaleDCS
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanFemale/FemaleUndies2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, FemaleUndies2, Ladies Intimate Wear, Underwear, HumanFemale
Assets/UMA/Content/Example/HumanFemale/Recipes/WardrobeRecipes/HumanGirl/GirlShirt1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, GirlShirt1, Shirt 5, Chest, HumanGirl
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBeard1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBeard1, Devilish Goatee, Beard, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBeard1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBeard1, Devilish Goatee, Beard, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBeard2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBeard2, Bums Beard, Beard, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBeard2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBeard2, Bums Beard, Beard, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBeard3.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBeard3, Manly Beard, Beard, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBeard3.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBeard3, Manly Beard, Beard, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBrow01.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBrow01, Brow 1, Eyebrows, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBrow01.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBrow01, Brow 1, Eyebrows, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBrow02.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBrow02, Brow 2, Eyebrows, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBrow02.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBrow02, Brow 2, Eyebrows, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBrowHR.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBrowHR, High-Res Brows, Eyebrows, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBrowHR.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBrowHR, High-Res Brows, Eyebrows, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBrowHR2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBrowHR2, High-Res Brows 2, Eyebrows, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleBrowHR2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleBrowHR2, High-Res Brows 2, Eyebrows, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleEye1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleEye1, Alligator Eyes, Eyes, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleEye1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleEye1, Alligator Eyes, Eyes, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleEye2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleEye2, Alligator Eyes Alt Test, Eyes, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleEye2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleEye2, Alligator Eyes Alt Test, Eyes, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleEye3.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleEye3, Cat Eyes, Eyes, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleEye3.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleEye3, Cat Eyes, Eyes, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleEye4.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleEye4, Cat Eyes Alt, Eyes, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleEye4.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleEye4, Cat Eyes Alt, Eyes, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleEye5.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleEye5, large Eyes, Eyes, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleEye5.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleEye5, large Eyes, Eyes, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleFace Old.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleFace Old, Old Face, Face, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleFace Old.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleFace Old, Old Face, Face, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleGloves.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleGloves, Gloves of Hammer, Hands, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleGloves.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleGloves, Gloves of Hammer, Hands, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleHair1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleHair1, The Rebel, Hair, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleHair1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleHair1, The Rebel, Hair, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleHair2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleHair2, The Pompadour, Hair, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleHair2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleHair2, The Pompadour, Hair, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleHair3.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleHair3, The Middle-Ager, Hair, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleHair3.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleHair3, The Middle-Ager, Hair, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleJeans 1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleJeans 1, Old Jeans, Legs, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleJeans 1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleJeans 1, Old Jeans, Legs, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleJeans.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleJeans, Jeans, Legs, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleJeans.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleJeans, Jeans, Legs, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MalePants.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MalePants, WrappedPants, Legs, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MalePants.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MalePants, WrappedPants, Legs, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleRobe Hood.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleRobe Hood, Mystic Robe Hood, Helmet, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleRobe Hood.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleRobe Hood, Mystic Robe Hood, Helmet, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleRobe Shoes.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleRobe Shoes, Mystic Robe Shoes, Feet, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleRobe Shoes.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleRobe Shoes, Mystic Robe Shoes, Feet, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleRobe.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleRobe, Mystic Robe, Chest, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleRobe.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleRobe, Mystic Robe, Chest, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleShirt1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleShirt1, Shirt 1, Chest, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleShirt1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleShirt1, Shirt 1, Chest, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleShirt2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleShirt2, Shirt 2, Chest, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleShirt2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleShirt2, Shirt 2, Chest, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleShirt3.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleShirt3, Shirt 3, Chest, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleShirt3.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleShirt3, Shirt 3, Chest, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleShorts1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleShorts1, Shorts, Legs, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleShorts1.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleShorts1, Shorts, Legs, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleShorts2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleShorts2, Irresistable Underwear, Legs, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleShorts2.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleShorts2, Irresistable Underwear, Legs, HumanMaleDCS
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleUnderwear.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleUnderwear, Default Underwear, Underwear, HumanMale
Assets/UMA/Content/Example/HumanMale/Recipes/WardrobeRecipes/MaleUnderwear.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MaleUnderwear, Default Underwear, Underwear, HumanMaleDCS
Assets/UMA/Examples/Blendshape Examples/Assets/Recipe/BlendShapeRecipe.asset, UMA.CharacterSystem.UMAWardrobeRecipe, BlendShapeRecipe, , Ears, HumanMaleDCS
Assets/UMA/Examples/Blendshape Examples/Assets/Recipe/BlendShapeRecipe.asset, UMA.CharacterSystem.UMAWardrobeRecipe, BlendShapeRecipe, , Ears, HumanMale
Assets/UMA/Examples/BonePoseSets/OverweightMale.asset, UMA.CharacterSystem.UMAWardrobeRecipe, OverweightMale, OverweightMale, Physique, HumanMale
Assets/UMA/Examples/BonePoseSets/TrollHead.asset, UMA.CharacterSystem.UMAWardrobeRecipe, TrollHead, TrollFace, Face, HumanMale
Assets/UMA/Examples/DNAConverterController Examples/Assets/Recipes/WardrobeRecipes/AlienHeadMorph.asset, UMA.CharacterSystem.UMAWardrobeRecipe, AlienHeadMorph, , Face, HumanMale
Assets/UMA/Examples/DNAConverterController Examples/Assets/Recipes/WardrobeRecipes/AlienHeadMorph.asset, UMA.CharacterSystem.UMAWardrobeRecipe, AlienHeadMorph, , Face, HumanMaleDCS
Assets/UMA/Examples/DNAConverterController Examples/Assets/Recipes/WardrobeRecipes/AlienHeadMorph.asset, UMA.CharacterSystem.UMAWardrobeRecipe, AlienHeadMorph, , Face, DNAConverterControllerExampleRace
Assets/UMA/Examples/DNAConverterController Examples/Assets/Recipes/WardrobeRecipes/ElfEarsMorph.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ElfEarsMorph, , Ears, HumanMaleDCS
Assets/UMA/Examples/DNAConverterController Examples/Assets/Recipes/WardrobeRecipes/ElfEarsMorph.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ElfEarsMorph, , Ears, HumanMale
Assets/UMA/Examples/DNAConverterController Examples/Assets/Recipes/WardrobeRecipes/ElfEarsMorph.asset, UMA.CharacterSystem.UMAWardrobeRecipe, ElfEarsMorph, , Ears, DNAConverterControllerExampleRace
Assets/UMA/Examples/DNAConverterController Examples/Assets/Recipes/WardrobeRecipes/MakeMeFatJeans.asset, UMA.CharacterSystem.UMAWardrobeRecipe, MakeMeFatJeans, MakeMeFatJeans, Legs, HumanMaleDCS
